Date,Branch,Customer_Type,Payment,Total
2024-06-26,A,Member,E-wallet,369.25
2024-07-05,A,Member,Cash,232.46
2025-02-05,B,Member,Credit Card,160.26
2024-02-12,A,Member,Cash,232.8
2024-06-13,A,Member,Credit Card,36.34
2024-05-13,B,Normal,E-wallet,14.85
2024-09-11,A,Normal,Credit Card,68.98
2024-12-27,B,Member,Cash,235.88
2024-06-19,A,Normal,E-wallet,315.57
2024-09-06,A,Normal,E-wallet,334.05
2024-04-13,A,Normal,Credit Card,12.09
2024-03-22,B,Member,E-wallet,292.79
2024-09-03,B,Normal,Credit Card,462.15
2024-10-01,B,Member,Credit Card,135.37
2024-09-27,A,Normal,E-wallet,450.08
2024-04-12,A,Member,Credit Card,401.96
2024-08-28,B,Normal,E-wallet,51.02
2025-02-08,A,Normal,E-wallet,393.62
2024-04-10,B,Member,Credit Card,273.6
2024-06-25,B,Normal,Cash,477.74
2024-02-27,A,Normal,Credit Card,379.67
2024-03-09,A,Member,Credit Card,102.86
2024-09-23,B,Normal,Cash,211.27
2024-09-22,A,Member,E-wallet,475.08
2024-08-07,B,Normal,Cash,308.87
2025-01-03,B,Normal,Credit Card,33.81
2024-07-04,A,Normal,Credit Card,454.77
2025-01-29,B,Normal,Cash,204.15
2025-01-11,A,Member,Credit Card,318.53
2024-04-06,A,Normal,Cash,489.74
2024-03-28,A,Normal,Credit Card,185.39
2024-06-02,B,Member,E-wallet,290.14
2024-08-08,B,Normal,Cash,56.2
2024-02-19,B,Member,Credit Card,279.83
2025-01-15,B,Member,Cash,307.88
2024-07-02,B,Member,Cash,324.37
2024-10-19,A,Member,E-wallet,357.23
2024-11-11,A,Member,Credit Card,158.34
2024-10-22,A,Normal,Cash,211.47
2024-04-09,B,Normal,Credit Card,398.99
2024-06-15,B,Member,Credit Card,413.27
2024-03-10,A,Member,Credit Card,237.57
2024-11-15,B,Normal,Cash,424.7
2024-08-05,B,Member,Cash,182.33
2025-01-31,A,Normal,E-wallet,244.31
2024-08-29,A,Member,E-wallet,498.49
2024-04-22,B,Member,Credit Card,33.95
2024-04-05,A,Normal,E-wallet,122.28
2024-02-21,B,Member,Credit Card,274.67
2024-10-20,B,Member,E-wallet,367.35
2024-08-06,B,Member,E-wallet,93.98
2024-04-28,A,Normal,Credit Card,39.39
2024-09-03,A,Member,Credit Card,45.55
2024-04-16,B,Member,Cash,173.03
2024-05-22,B,Member,Cash,449.1
2024-09-28,A,Member,Cash,349.8
2024-04-22,A,Member,E-wallet,61.88
2025-01-21,A,Normal,Cash,113.05
2024-04-02,A,Member,Cash,341.34
2024-10-05,A,Normal,Cash,143.29
2024-12-26,A,Member,Cash,387.19
2024-06-13,A,Normal,Credit Card,452.05
2024-11-02,A,Normal,Cash,271.56
2024-08-30,B,Member,E-wallet,379.74
2024-10-06,A,Normal,E-wallet,482.26
2024-03-17,B,Member,Cash,451.12
2024-09-08,B,Member,Credit Card,108.24
2024-04-14,B,Normal,Credit Card,121.35
2024-03-07,B,Normal,E-wallet,102.88
2024-08-23,B,Normal,Credit Card,398.37
2024-06-03,B,Normal,Cash,146.21
2024-11-28,A,Member,Cash,127.5
2025-01-18,A,Normal,E-wallet,401.94
2024-09-16,A,Normal,E-wallet,41.36
2024-12-22,B,Normal,Cash,318.99
2024-07-21,B,Normal,Credit Card,189.63
2024-04-19,B,Normal,E-wallet,123.58
2025-01-16,B,Normal,Cash,239.37
2025-01-22,A,Normal,Cash,417.34
2024-02-26,A,Normal,Cash,152.13
2024-04-16,B,Normal,Credit Card,138.0
2024-12-19,B,Normal,E-wallet,475.27
2024-07-29,A,Member,Cash,177.46
2024-05-11,A,Normal,E-wallet,378.16
2024-11-30,B,Member,E-wallet,418.45
2024-09-29,A,Normal,Credit Card,132.12
2024-07-22,B,Member,Cash,319.67
2024-10-05,A,Member,E-wallet,286.89
2024-11-05,A,Member,Credit Card,388.39
2024-10-25,A,Member,Cash,397.09
2024-08-29,B,Member,Credit Card,44.12
2024-04-17,A,Normal,Credit Card,118.15
2024-08-25,B,Member,Cash,31.67
2024-03-29,B,Normal,Cash,443.41
2024-04-20,B,Normal,E-wallet,284.51
2024-03-02,B,Normal,Cash,31.12
2024-06-22,A,Member,E-wallet,225.54
2024-04-10,A,Normal,Credit Card,263.66
2024-08-06,B,Member,Credit Card,61.11
2024-10-24,A,Member,Cash,421.77
2024-09-17,A,Normal,Cash,125.74
2024-08-24,A,Normal,Cash,96.32
2024-06-22,B,Member,Cash,440.54
2024-09-22,A,Member,Credit Card,161.33
2024-06-21,A,Member,Cash,139.9
2024-06-09,A,Member,E-wallet,150.21
2024-04-30,A,Normal,E-wallet,317.04
2024-11-11,B,Normal,Cash,285.95
2024-05-07,A,Member,Cash,236.04
2024-03-27,B,Member,E-wallet,29.19
2024-04-11,A,Normal,Credit Card,398.25
2024-05-10,A,Member,Credit Card,266.76
2024-07-10,A,Normal,E-wallet,457.0
2024-10-28,A,Member,Cash,236.52
2024-06-28,A,Normal,E-wallet,350.65
2024-05-20,A,Member,Credit Card,150.58
2024-08-10,A,Normal,Credit Card,238.96
2025-02-11,A,Member,Cash,80.69
2024-03-11,A,Member,Credit Card,281.36
2024-02-27,B,Member,Credit Card,261.0
2024-12-29,B,Member,Credit Card,184.27
2024-08-14,B,Normal,E-wallet,186.6
2024-09-02,B,Member,Credit Card,259.48
2024-12-17,B,Normal,E-wallet,255.62
2024-04-01,A,Member,Cash,106.49
2024-09-08,B,Member,Cash,134.64
2024-08-30,B,Normal,Credit Card,451.82
2024-04-27,B,Normal,E-wallet,327.89
2024-04-12,B,Member,Cash,312.51
2024-12-02,B,Member,Cash,256.25
2024-06-12,B,Member,Cash,301.72
2024-12-15,A,Member,Credit Card,35.53
2024-10-30,A,Member,Cash,277.43
2024-05-15,B,Member,E-wallet,387.31
2024-02-23,A,Normal,Cash,238.03
2024-04-27,A,Member,E-wallet,410.63
2025-02-02,A,Member,Cash,320.67
2024-02-12,A,Normal,Credit Card,161.28
2024-12-06,B,Member,Credit Card,241.53
2024-11-17,A,Member,Cash,259.15
2024-10-29,B,Normal,Cash,473.15
2024-11-11,B,Member,Credit Card,113.9
2024-06-27,B,Member,Cash,266.11
2024-08-11,A,Member,Credit Card,132.76
2024-08-13,B,Normal,Cash,118.17
2024-04-17,B,Member,E-wallet,367.64
2024-11-09,A,Normal,E-wallet,14.72
2024-07-06,B,Member,Cash,106.56
2024-05-03,B,Member,Cash,161.69
2024-12-23,A,Member,Cash,436.83
2025-02-03,B,Member,Credit Card,20.32
2024-08-03,B,Normal,E-wallet,321.56
2025-02-05,A,Normal,E-wallet,102.24
2025-01-12,B,Member,Cash,307.13
2024-03-06,B,Normal,Credit Card,374.73
2024-08-25,B,Normal,Credit Card,68.59
2024-03-20,A,Member,E-wallet,225.25
2024-08-25,A,Member,Credit Card,382.7
2024-04-21,A,Normal,E-wallet,368.28
2024-09-09,A,Member,E-wallet,459.48
2025-01-07,B,Normal,E-wallet,12.91
2024-09-02,A,Member,E-wallet,92.13
2024-07-02,A,Member,E-wallet,140.16
2024-04-28,A,Normal,Cash,251.53
2024-08-12,A,Member,E-wallet,412.21
2024-10-03,A,Member,E-wallet,92.46
2024-03-02,A,Normal,Cash,412.85
2024-09-25,B,Member,Cash,171.4
2024-10-14,A,Normal,Credit Card,415.64
2025-01-10,A,Member,E-wallet,499.79
2024-08-29,A,Normal,E-wallet,95.65
2024-04-19,A,Member,Cash,133.44
2024-10-22,A,Member,Credit Card,439.78
2024-08-29,B,Normal,Cash,433.26
2024-07-06,B,Member,Cash,316.72
2025-01-21,B,Member,E-wallet,198.5
2024-07-07,B,Normal,Cash,97.73
2024-08-24,A,Normal,Cash,274.75
2024-05-30,A,Normal,E-wallet,290.3
2024-06-30,A,Normal,E-wallet,272.7
2024-09-04,B,Member,Credit Card,139.09
2024-08-06,B,Normal,Credit Card,498.38
2024-10-22,A,Member,Cash,469.66
2025-01-11,A,Member,E-wallet,499.15
2024-12-04,A,Normal,E-wallet,216.64
2025-01-29,A,Member,Cash,205.82
2024-05-10,B,Member,Cash,255.22
2024-11-27,B,Normal,Cash,330.54
2024-11-07,A,Member,Credit Card,486.58
2024-08-08,B,Member,Cash,63.52
2025-01-22,B,Member,Cash,247.0
2024-09-25,B,Member,E-wallet,320.57
2024-04-10,B,Normal,E-wallet,382.32
2025-01-03,A,Normal,E-wallet,58.59
2024-11-03,B,Normal,Cash,289.54
2024-07-22,B,Normal,Cash,244.85
2024-08-24,B,Normal,Credit Card,418.21
2024-09-15,A,Member,Cash,52.67
2024-09-12,B,Member,Credit Card,363.74
2024-06-18,A,Normal,E-wallet,224.35
2024-10-21,B,Member,Cash,347.6
2024-02-15,B,Member,E-wallet,195.52
2024-12-13,B,Member,Credit Card,216.37
2024-02-29,B,Normal,Cash,299.8
2024-02-16,A,Member,Credit Card,104.18
2024-09-22,A,Member,E-wallet,437.31
2025-02-01,A,Normal,E-wallet,165.11
2024-05-11,A,Normal,E-wallet,243.29
2024-06-07,A,Normal,Credit Card,497.35
2024-07-18,B,Member,Cash,238.19
2024-09-21,B,Member,E-wallet,119.12
2024-12-29,B,Normal,Credit Card,477.26
2024-09-17,A,Normal,E-wallet,237.4
2024-04-13,A,Normal,E-wallet,474.17
2024-05-01,A,Member,E-wallet,304.33
2024-03-14,A,Member,Cash,59.87
2024-10-02,A,Member,Credit Card,163.62
2025-01-17,A,Normal,Credit Card,220.12
2024-10-04,A,Normal,Credit Card,173.34
2025-02-02,B,Member,Cash,45.53
2024-11-17,B,Member,Credit Card,309.26
2024-04-01,A,Normal,Cash,16.21
2024-04-29,B,Normal,Credit Card,317.42
2024-11-19,B,Normal,Cash,44.52
2024-07-24,B,Normal,E-wallet,440.27
2024-11-06,A,Member,E-wallet,439.67
2024-05-10,B,Normal,E-wallet,154.15
2024-07-06,B,Normal,Credit Card,287.74
2024-05-12,B,Normal,Cash,341.59
2024-12-04,A,Member,Credit Card,188.71
2024-08-21,A,Normal,E-wallet,451.29
2024-05-02,A,Normal,Cash,209.84
2024-09-14,B,Member,Credit Card,137.44
2024-12-24,B,Normal,Cash,394.93
2024-11-25,A,Normal,Credit Card,316.55
2024-07-10,A,Member,Cash,107.7
2024-11-18,A,Normal,E-wallet,399.59
2024-03-05,A,Normal,Credit Card,249.59
2024-07-31,B,Normal,Credit Card,467.68
2024-02-18,B,Normal,Credit Card,332.96
2024-09-18,B,Member,Credit Card,322.31
2024-12-03,A,Normal,Cash,208.71
2025-01-22,A,Normal,Credit Card,106.65
2024-06-24,B,Normal,E-wallet,344.1
2024-10-13,B,Normal,Credit Card,457.16
2024-04-20,B,Member,Credit Card,337.35
2024-11-04,B,Normal,Credit Card,43.06
2024-03-04,A,Member,E-wallet,284.59
2024-07-26,B,Member,E-wallet,185.0
2024-11-06,A,Member,E-wallet,188.17
2024-08-12,A,Normal,Cash,33.8
2024-05-17,B,Member,E-wallet,238.16
2024-09-08,B,Member,Cash,365.64
2024-06-04,A,Member,Credit Card,260.19
2024-05-02,B,Member,E-wallet,332.6
2024-09-29,A,Normal,Credit Card,419.29
2024-12-04,A,Member,E-wallet,232.31
2025-01-04,B,Normal,Cash,210.69
2024-08-13,B,Normal,Credit Card,248.7
2024-12-01,A,Normal,Cash,352.51
2024-04-12,A,Member,E-wallet,434.67
2024-05-29,A,Normal,Cash,208.94
2024-07-08,B,Normal,Credit Card,47.92
2024-07-11,A,Normal,Cash,123.09
2024-08-15,B,Member,Credit Card,303.69
2024-02-12,A,Member,E-wallet,92.22
2024-07-08,A,Member,E-wallet,63.39
2024-05-15,B,Normal,E-wallet,30.51
2024-03-13,B,Member,Cash,119.64
2024-07-26,A,Normal,Credit Card,312.28
2024-07-25,B,Member,Cash,70.22
2024-07-28,B,Member,Credit Card,231.53
2024-07-06,B,Member,Credit Card,93.33
2024-07-23,B,Normal,E-wallet,14.07
2024-05-28,B,Member,Cash,233.1
2024-05-08,A,Member,Credit Card,489.46
2024-04-22,B,Normal,Cash,117.37
2024-03-06,B,Member,E-wallet,169.78
2024-10-01,A,Normal,Credit Card,354.49
2024-04-11,B,Normal,Credit Card,133.53
2025-01-21,B,Member,E-wallet,372.29
2025-01-29,B,Member,Credit Card,263.03
2024-07-07,A,Member,Credit Card,134.1
2024-09-04,B,Member,Credit Card,12.93
2024-11-13,B,Member,Credit Card,36.1
2024-12-05,A,Member,E-wallet,315.4
2024-04-16,A,Normal,E-wallet,390.24
2024-08-02,B,Normal,E-wallet,373.97
2024-08-24,A,Normal,Credit Card,389.09
2024-06-20,A,Member,E-wallet,400.99
2024-02-23,B,Member,Credit Card,306.42
2024-07-28,A,Normal,Cash,37.8
2024-08-24,A,Member,Credit Card,140.54
2025-01-16,A,Normal,E-wallet,371.65
2024-06-11,A,Normal,Credit Card,125.19
2024-07-22,B,Member,Cash,155.66
2024-05-05,A,Member,E-wallet,75.51
2024-03-04,A,Member,E-wallet,61.45
2024-06-08,B,Normal,Credit Card,289.75
2025-02-06,A,Normal,Credit Card,414.8
2024-05-13,A,Member,Credit Card,436.98
2024-07-26,B,Normal,E-wallet,371.56
2024-05-27,A,Member,E-wallet,182.09
2024-05-27,B,Normal,Cash,172.81
2024-06-04,B,Normal,Credit Card,163.7
2024-10-03,B,Normal,Credit Card,124.35
2024-05-24,A,Normal,E-wallet,457.96
2024-09-28,B,Member,Credit Card,123.97
2024-08-15,B,Normal,Cash,402.38
2024-04-30,B,Normal,E-wallet,403.2
2025-01-31,B,Normal,Credit Card,317.57
2024-07-20,A,Normal,Credit Card,148.02
2024-07-23,A,Member,Cash,227.76
2025-01-24,B,Member,Cash,88.1
2024-03-10,A,Normal,Credit Card,443.02
2024-09-15,A,Member,Credit Card,41.86
2024-12-09,B,Member,E-wallet,140.22
2024-07-29,A,Member,Credit Card,355.19
2024-11-01,A,Normal,Credit Card,120.99
2024-04-23,A,Member,Credit Card,141.45
2024-05-23,A,Normal,Cash,233.14
2024-05-20,A,Normal,E-wallet,378.13
2024-03-09,A,Normal,E-wallet,143.39
2025-01-29,A,Member,Cash,471.3
2024-02-26,B,Member,Cash,263.69
2024-08-25,B,Member,Cash,346.76
2024-08-01,B,Member,Cash,199.24
2024-09-06,A,Member,Cash,41.54
2024-08-13,B,Normal,Cash,78.23
2024-11-05,B,Member,E-wallet,461.52
2024-05-24,B,Normal,Cash,485.44
2024-12-05,A,Member,Cash,95.01
2024-02-25,A,Normal,Credit Card,227.53
2024-08-05,A,Member,Credit Card,487.82
2024-05-14,A,Member,E-wallet,196.57
2024-02-25,B,Member,Credit Card,484.0
2024-04-11,A,Normal,Credit Card,310.84
2024-08-24,B,Normal,Credit Card,209.72
2024-08-08,A,Normal,Cash,402.32
2025-01-04,B,Normal,Credit Card,65.74
2024-07-31,A,Normal,Credit Card,195.95
2025-02-11,B,Normal,E-wallet,224.92
2024-09-28,B,Member,Cash,446.38
2024-08-04,A,Member,Credit Card,198.27
2024-03-28,A,Member,Credit Card,155.62
2024-12-01,A,Normal,E-wallet,115.96
2024-07-23,B,Normal,E-wallet,431.07
2024-06-05,B,Normal,E-wallet,259.82
2024-09-24,B,Normal,Credit Card,397.34
2024-06-14,B,Normal,Credit Card,241.83
2024-10-13,B,Member,Cash,454.27
2024-07-12,A,Normal,E-wallet,222.11
2024-11-23,A,Member,Cash,258.55
2024-12-05,A,Normal,Cash,63.91
2024-06-18,A,Normal,Credit Card,410.2
2024-11-30,A,Member,Credit Card,464.83
2025-01-03,A,Member,E-wallet,420.19
2024-05-23,A,Normal,E-wallet,463.8
2024-08-08,B,Normal,Cash,95.05
2024-09-06,A,Normal,E-wallet,216.53
2024-06-22,A,Member,Cash,190.81
2024-06-16,B,Normal,Credit Card,495.41
2025-01-18,B,Member,Credit Card,212.05
2024-03-21,B,Normal,E-wallet,416.19
2025-01-30,A,Normal,E-wallet,375.26
2024-04-26,A,Member,Cash,458.67
2024-03-30,A,Member,Cash,194.59
2024-03-12,B,Normal,Cash,204.22
2024-07-22,A,Normal,Credit Card,329.56
2025-02-03,A,Normal,Credit Card,341.21
2025-02-07,B,Normal,E-wallet,311.2
2024-07-29,A,Member,E-wallet,400.97
2024-07-16,B,Member,Cash,184.72
2024-06-27,A,Normal,Cash,249.83
2024-07-16,A,Member,E-wallet,281.72
2024-06-09,B,Member,Cash,391.81
2024-12-15,B,Normal,Cash,242.31
2024-12-30,A,Member,E-wallet,485.84
2024-08-01,A,Member,Cash,360.71
2024-08-05,A,Member,Cash,251.4
2024-07-13,A,Member,Credit Card,347.69
2024-03-14,B,Member,Cash,305.22
2024-04-04,B,Member,E-wallet,483.42
2024-08-26,B,Normal,Cash,478.77
2024-06-04,A,Normal,Cash,22.23
2024-07-05,B,Member,E-wallet,234.68
2024-05-26,A,Normal,E-wallet,406.95
2024-04-05,B,Normal,Cash,423.77
2025-02-10,A,Member,Cash,400.0
2024-10-03,A,Normal,E-wallet,380.21
2024-08-16,B,Member,Credit Card,395.63
2024-06-18,B,Member,E-wallet,242.46
2024-04-05,B,Member,Credit Card,327.39
2024-05-07,A,Normal,E-wallet,38.09
2024-02-15,A,Member,Cash,218.98
2024-03-19,B,Member,Cash,238.42
2024-11-04,B,Member,Cash,218.45
2024-10-08,A,Normal,E-wallet,471.24
2024-07-22,B,Member,Credit Card,14.34
2024-12-03,B,Member,Credit Card,112.49
2024-09-21,B,Member,E-wallet,111.22
2025-01-06,A,Normal,Credit Card,341.18
2024-05-29,A,Normal,E-wallet,199.4
2024-11-08,B,Member,Credit Card,165.52
2024-10-01,A,Member,Cash,148.17
2024-06-10,B,Normal,Credit Card,195.7
2024-12-10,B,Member,E-wallet,325.53
2024-12-24,A,Normal,E-wallet,61.67
2024-08-17,A,Member,Cash,356.0
2024-09-06,A,Member,Cash,105.95
2024-02-27,A,Member,Credit Card,154.08
2024-02-24,A,Member,Cash,395.71
2024-03-07,B,Normal,E-wallet,28.18
2024-10-29,A,Normal,Cash,108.15
2024-10-21,B,Normal,Credit Card,70.04
2024-04-09,A,Normal,Credit Card,135.86
2024-08-08,A,Normal,Cash,236.43
2024-06-24,B,Member,E-wallet,56.82
2024-05-11,A,Member,Cash,319.03
2024-08-12,A,Member,Credit Card,89.35
2024-04-04,A,Member,E-wallet,51.67
2024-11-04,B,Normal,Cash,410.69
2024-11-01,A,Member,E-wallet,276.93
2024-10-15,A,Normal,E-wallet,366.6
2024-07-20,B,Normal,Cash,355.05
2024-07-30,B,Member,E-wallet,413.65
2024-05-30,A,Member,E-wallet,479.04
2024-04-02,A,Normal,Cash,210.63
2024-04-06,A,Member,E-wallet,371.52
2024-03-08,B,Member,Cash,162.63
2024-09-15,A,Normal,Credit Card,319.93
2024-11-21,B,Member,Credit Card,251.94
2024-09-26,B,Normal,Cash,35.61
2024-04-11,B,Member,Cash,483.62
2024-12-20,B,Normal,Cash,36.38
2024-03-24,B,Normal,E-wallet,304.69
2024-02-13,A,Member,Cash,391.23
2024-05-09,A,Member,Credit Card,336.82
2024-05-01,A,Normal,Credit Card,121.32
2024-11-26,A,Normal,Credit Card,452.18
2024-08-16,A,Normal,Credit Card,475.12
2024-07-07,A,Member,Cash,85.13
2024-09-17,B,Member,Cash,236.9
2024-10-16,A,Normal,Cash,281.54
2024-06-30,B,Normal,E-wallet,457.65
2024-04-19,A,Normal,Cash,31.54
2024-08-03,B,Normal,Credit Card,147.06
2024-04-26,A,Member,E-wallet,268.29
2024-07-01,A,Normal,E-wallet,433.12
2024-10-28,B,Normal,Credit Card,136.44
2024-06-28,A,Member,Credit Card,268.41
2024-12-24,B,Member,Credit Card,268.91
2024-10-03,B,Normal,E-wallet,359.17
2024-03-13,B,Normal,Credit Card,92.63
2024-10-11,B,Normal,Credit Card,131.36
2024-06-16,B,Normal,Credit Card,246.32
2024-05-20,A,Member,Credit Card,181.11
2025-02-05,A,Normal,Cash,235.15
2024-12-09,A,Normal,Credit Card,122.28
2024-05-28,B,Normal,E-wallet,323.6
2024-05-08,A,Member,E-wallet,73.24
2024-04-10,A,Normal,Credit Card,258.18
2024-06-09,A,Normal,Cash,164.54
2024-04-02,B,Member,Cash,211.92
2024-12-26,A,Normal,Credit Card,400.76
2024-07-27,A,Normal,E-wallet,348.73
2024-09-19,B,Normal,E-wallet,401.7
2024-06-02,B,Normal,E-wallet,95.33
2024-10-13,A,Member,Cash,348.83
2024-10-25,B,Member,Cash,252.72
2025-01-23,A,Member,Credit Card,268.21
2024-09-15,A,Normal,Cash,367.52
2024-10-21,B,Normal,Credit Card,33.12
2024-03-18,B,Normal,E-wallet,135.33
2025-01-16,A,Normal,Credit Card,372.26
2024-10-13,A,Member,Credit Card,434.48
2024-06-04,A,Member,Credit Card,315.39
2024-11-12,A,Member,Credit Card,226.19
2024-02-19,B,Member,Cash,484.92
2025-01-21,A,Normal,E-wallet,209.14
2024-04-19,A,Normal,Credit Card,199.03
2024-03-29,A,Normal,Credit Card,21.83
2024-05-06,B,Member,Credit Card,157.32
2025-02-07,A,Normal,Cash,308.78
2024-04-17,B,Normal,Credit Card,282.13
2024-10-07,A,Normal,Credit Card,143.66
2025-01-15,A,Member,Credit Card,332.14
2024-06-01,A,Normal,E-wallet,238.42
2024-03-29,A,Normal,Credit Card,63.69
2024-07-15,B,Normal,Cash,319.06
2024-10-12,A,Member,Credit Card,374.44
2024-05-07,B,Normal,Cash,77.63
2024-05-26,B,Normal,E-wallet,314.35
2024-04-13,B,Normal,Cash,160.29
2024-06-30,A,Normal,E-wallet,404.56
2024-10-15,A,Member,Credit Card,493.01
2024-07-25,B,Member,E-wallet,430.5
2024-05-02,A,Normal,E-wallet,255.92
2024-02-23,B,Normal,Cash,453.55
2024-08-22,A,Normal,Cash,108.68
2024-12-28,B,Member,Credit Card,357.11
2024-07-28,B,Normal,E-wallet,304.22
2024-04-20,B,Normal,E-wallet,375.59
2024-10-04,A,Normal,Credit Card,21.67
2024-11-02,A,Member,Cash,484.23
2024-07-09,A,Normal,Cash,277.3
2024-07-01,B,Normal,Cash,493.22
2024-10-27,B,Normal,Credit Card,411.89
2024-09-16,A,Normal,Credit Card,168.58
2024-08-06,B,Normal,Cash,54.9
2025-02-11,B,Member,Cash,337.17
2024-05-09,B,Normal,Cash,309.86
2024-06-06,A,Member,E-wallet,191.84
2024-10-06,A,Member,Credit Card,109.49
2025-02-10,B,Normal,Credit Card,121.61
2024-08-28,B,Normal,Credit Card,177.47
2024-04-30,B,Normal,Cash,272.55
2024-03-19,B,Member,Cash,418.92
2024-10-07,A,Member,Credit Card,259.41
2024-09-14,B,Member,Credit Card,345.56
2024-04-30,A,Normal,E-wallet,83.81
2024-04-23,B,Member,E-wallet,263.67
2024-10-10,A,Member,Cash,381.34
2025-01-25,A,Normal,Cash,293.69
2024-12-11,A,Normal,E-wallet,105.27
2024-08-09,A,Normal,E-wallet,441.78
2024-07-31,A,Normal,Credit Card,254.89
2024-03-21,A,Member,Credit Card,158.33
2024-09-12,B,Member,E-wallet,274.25
2024-08-10,B,Member,E-wallet,77.02
2024-10-07,B,Member,Credit Card,351.83
2024-07-18,A,Normal,Cash,162.83
2024-06-16,A,Normal,E-wallet,356.75
2024-05-13,A,Normal,Credit Card,27.74
2024-09-23,B,Member,E-wallet,145.6
2025-01-16,B,Normal,Cash,373.54
2024-08-01,A,Normal,Credit Card,443.09
2024-05-25,A,Normal,Credit Card,336.35
2024-10-26,B,Member,Cash,258.55
2024-12-04,A,Normal,Cash,193.59
2024-11-23,B,Normal,Credit Card,456.05
2024-04-17,A,Member,E-wallet,207.62
2024-03-17,B,Member,E-wallet,203.67
2024-10-26,A,Member,Cash,19.75
2024-04-27,B,Member,Credit Card,60.87
2024-10-09,B,Normal,Credit Card,235.57
2024-10-22,B,Normal,E-wallet,195.88
2024-03-12,B,Normal,Cash,435.96
2025-01-21,A,Normal,E-wallet,239.77
2024-07-11,B,Member,E-wallet,312.0
2024-12-20,B,Normal,Cash,310.26
2024-03-30,A,Member,Cash,356.93
2024-03-29,A,Normal,Cash,350.32
2024-11-24,A,Member,Cash,432.55
2024-12-04,A,Member,E-wallet,238.0
2024-08-18,B,Normal,E-wallet,260.13
2024-12-04,B,Member,E-wallet,43.17
2024-12-24,A,Normal,Credit Card,18.66
2024-08-02,B,Normal,Cash,481.2
2024-11-27,A,Normal,Cash,201.81
2024-07-11,A,Member,Credit Card,125.01
2024-03-12,B,Normal,E-wallet,12.5
2024-05-13,A,Normal,Cash,273.5
2024-08-15,A,Normal,Credit Card,450.1
2024-07-10,B,Member,Credit Card,298.25
2024-08-31,B,Member,E-wallet,310.28
2024-07-17,A,Member,Cash,214.6
2024-05-28,B,Normal,E-wallet,121.56
2024-06-17,A,Normal,E-wallet,96.64
2024-05-16,A,Normal,Credit Card,289.08
2024-12-07,A,Normal,E-wallet,227.73
2025-02-01,A,Normal,Cash,56.72
2024-11-07,A,Normal,E-wallet,417.54
2024-10-11,A,Member,E-wallet,128.53
2025-01-26,A,Member,Cash,118.58
2024-07-04,A,Normal,Credit Card,487.58
2024-12-11,A,Member,Cash,236.56
2024-07-18,A,Normal,Credit Card,57.17
2025-01-25,B,Member,Cash,137.42
2024-03-25,A,Normal,Credit Card,25.85
2024-10-07,A,Member,Cash,367.58
2024-06-03,A,Member,Cash,210.4
2024-11-14,B,Normal,Credit Card,137.19
2024-11-28,B,Member,Credit Card,377.36
2024-06-23,A,Member,Cash,287.93
2024-08-03,A,Normal,E-wallet,253.98
2025-01-27,B,Member,Cash,224.17
2024-07-28,B,Normal,E-wallet,62.74
2024-11-28,A,Member,Credit Card,246.02
2024-03-16,B,Normal,Credit Card,228.43
2024-04-24,A,Normal,E-wallet,52.4
2024-07-15,B,Member,Cash,217.63
2024-03-30,A,Normal,Cash,465.08
2024-11-25,B,Member,E-wallet,37.25
2024-10-17,A,Member,Cash,262.06
2024-04-17,B,Normal,E-wallet,58.16
2024-07-30,A,Member,E-wallet,421.23
2024-07-06,A,Member,Credit Card,410.72
2024-07-18,A,Member,Cash,317.24
2024-10-23,A,Normal,Credit Card,35.31
2024-09-25,A,Normal,E-wallet,154.96
2024-02-17,B,Normal,Cash,30.25
2024-05-07,A,Member,E-wallet,47.02
2025-01-08,A,Member,Credit Card,480.62
2024-04-10,A,Member,Credit Card,193.97
2024-12-04,B,Member,Credit Card,238.69
2024-05-28,A,Normal,Cash,256.23
2025-01-04,A,Normal,E-wallet,152.52
2024-10-27,B,Normal,Credit Card,278.57
2024-09-09,B,Normal,Cash,170.38
2025-01-09,A,Normal,E-wallet,445.13
2025-01-13,A,Member,Credit Card,422.65
2024-06-05,B,Member,Credit Card,462.91
2024-11-24,B,Normal,Credit Card,419.48
2024-09-11,A,Member,Cash,169.84
2024-06-01,B,Member,Cash,234.76
2024-08-03,B,Member,Cash,451.6
2024-06-10,B,Normal,Cash,382.6
2025-01-26,B,Normal,E-wallet,300.66
2024-05-24,B,Normal,E-wallet,75.89
2025-01-12,A,Member,E-wallet,217.73
2024-06-19,B,Normal,Cash,164.56
2024-12-07,A,Member,Cash,129.78
2024-03-22,B,Normal,E-wallet,321.62
2024-09-17,A,Normal,E-wallet,118.57
2024-12-22,B,Member,Cash,191.75
2024-04-05,B,Normal,Cash,164.73
2024-11-03,B,Normal,Credit Card,408.14
2025-02-06,B,Member,Credit Card,27.79
2024-11-13,A,Member,E-wallet,362.69
2024-06-01,B,Member,Cash,122.05
